tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***86148,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2013,NR,538 CHURCH ST,,,ON
***53859,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2014,NR,1699 DUNDAS ST W,,,ON
***68598,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2014,NR,15 MARINE PARADE DR,,,ON
***77614,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2014,NR,135 MONARCH PARK AVE,,,ON
***03509,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2014,OPP,65 LILLIAN ST,,,ON
***68599,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2015,NR,15 MARINE PARADE DR,,,ON
***70121,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2015,NR,235 SPADINA AVE,,,ON
***74620,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2015,OPP,40 MCGILL ST,,,ON
***79754,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2015,NR,921 ST CLAIR AVE W,,,ON
***19744,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2016,NR,6 KINGSMOUNT PARK RD,,,ON
***53860,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2016,NR,1687 DUNDAS ST W,,,ON
***79031,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2016,S/S,EDWARD ST,W/O,YONGE ST,ON
***38158,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2017,NR,311 DANFORTH AVE,,,ON
***77615,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2017,NR,1404 DANFORTH AVE,,,ON
***79755,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2017,NR,923 ST CLAIR AVE W,,,ON
***43209,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2018,NR,25 DERBYSHIRE PL,,,ON
***68988,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2018,NR,33 WOOD ST,,,ON
***70122,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2018,NR,259 SPADINA AVE,,,ON
***78428,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2018,OPP,80 LYNN WILLIAMS ST,,,ON
***79756,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2018,NR,925 ST CLAIR AVE W,,,ON
***03510,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2018,OPP,65 LILLIAN ST,,,ON
***20487,20161230,3,PARK ON PRIVATE PROPERTY,30,2019,AT,357 RUSHOLME RD,,,ON
***38159,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2019,NR,263 DANFORTH AVE,,,ON
***43210,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2019,NR,7 DERBYSHIRE PL,,,ON
***74621,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,2019,OPP,40 GERRARD ST E,,,ON
***79032,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2019,S/S,EDWARD ST,W/O,YONGE ST,ON
***86149,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2019,NR,67 GLOUCESTER ST,,,ON
***86150,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2019,NR,67 GLOUCESTER ST,,,ON
***16931,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2020,NR,201 ELIZABETH ST,,,ON
***38160,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2020,NR,263 DANFORTH AVE,,,ON
***53861,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2020,NR,1631 DUNDAS ST W,,,ON
***70123,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2020,NR,305 SPADINA AVE,,,ON
***48149,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2021,NR,840 COXWELL AVE,,,ON
***78429,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2021,NR,99 ATLANTIC AVE,,,ON
***86151,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2021,NR,45 GLOUCESTER ST,,,ON
***16932,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2022,NR,201 ELIZABETH ST,,,ON
***38161,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2022,NR,235 DANFORTH AVE,,,ON
***53862,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2022,NR,1609 DUNDAS ST W,,,ON
***57916,20161230,3,PARK ON PRIVATE PROPERTY,30,2022,AT,85 QUEENS WHARF RD,,,ON
***70124,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2022,NR,305 SPADINA AVE,,,ON
***86152,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2022,NR,29 GLOUCESTER ST,,,ON
***38162,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2023,NR,235 DANFORTH AVE,,,ON
***70125,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2023,NR,309 SPADINA AVE,,,ON
***78430,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2023,NR,99 ATLANTIC AVE,,,ON
***79757,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2023,NR,677 ST CLAIR AVE W,,,ON
***21487,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2024,NR,643 MOUNT PLEASANT RD,,,ON
***53863,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2024,NR,1591 DUNDAS ST W,,,ON
***68600,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2024,NR,14 BROOKERS LANE,,,ON
***86153,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2024,NR,9 GLOUCESTER ST,,,QC
***86154,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2024,NR,7 GLOUCESTER ST,,,ON
***65203,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2025,NR,1660 BATHURST ST,,,ON
***38163,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2025,NR,213 DANFORTH AVE,,,ON
***21488,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2026,NR,666 MOUNT PLEASANT RD,,,ON
***19493,20161230,3,PARK ON PRIVATE PROPERTY,30,2026,AT,21 TRANSWELL AVE,,,ON
***47621,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2026,W/S,BALMUTO ST,S/O,BLOOR ST W,ON
***53864,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2026,NR,1579 DUNDAS ST W,,,ON
***68601,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2026,NR,16 BROOKERS LANE,,,ON
***68989,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2026,NR,5 ISABELLA ST,,,ON
***79033,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2026,OPP,9 TEMPERANCE ST,,,ON
***21489,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2027,NR,672 MOUNT PLEASANT RD,,,ON
***16933,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2027,NR,175 ELIZABETH ST,,,ON
***79758,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2027,NR,729 ST CLAIR AVE W,,,ON
***38164,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2028,NR,179 DANFORTH AVE,,,ON
***53865,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2028,NR,1531 DUNDAS ST W,,,ON
***74622,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2028,OPP,111 CHESTNUT ST,,,ON
***79034,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2028,N/S,TEMPERANCE ST,E/O,BAY ST,ON
***79759,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2028,NR,729 ST CLAIR AVE W,,,ON
***20488,20161230,3,PARK ON PRIVATE PROPERTY,30,2029,AT,357 RUSHOLME RD,,,ON
***51680,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2029,NR,23 VALPARAISO AVE,,,ON
***79760,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2029,NR,747 ST CLAIR AVE W,,,ON
***86155,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2029,NR,608 CHURCH ST,,,ON
***21490,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2030,NR,752 MOUNT PLEASANT RD,,,ON
***16934,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2030,NR,88 ELM ST,,,ON
***21345,20161230,3,PARK ON PRIVATE PROPERTY,30,2030,AT,38 GRAND MAGAZINE ST,,,ON
***53866,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2030,NR,1525 DUNDAS ST W,,,ON
***70126,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2030,NR,479 DUNDAS ST W,,,ON
***79035,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2030,N/S,TEMPERANCE ST,E/O,BAY ST,ON
***21491,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2031,NR,756 MOUNT PLEASANT RD,,,ON
***21346,20161230,3,PARK ON PRIVATE PROPERTY,30,2031,AT,38 GRAND MAGAZINE ST,,,ON
***38165,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2031,NR,135 DANFORTH AVE,,,ON
***51681,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2031,NR,23 VALPARAISO AVE,,,ON
***86156,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2031,NR,579 CHURCH ST,,,ON
***21347,20161230,3,PARK ON PRIVATE PROPERTY,30,2032,AT,38 GRAND MAGAZINE ST,,,ON
***21348,20161230,3,PARK ON PRIVATE PROPERTY,30,2032,AT,38 GRAND MAGAZINE ST,,,ON
***51682,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2032,NR,23 VALPARAISO AVE,,,ON
***53867,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2032,NR,1520 DUNDAS ST W,,,ON
***70127,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2032,NR,443 DUNDAS ST W,,,ON
***86157,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2032,NR,565 CHURCH ST,,,ON
***21492,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2033,NR,745 MOUNT PLEASANT RD,,,ON
***95495,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2033,NR,221 RICHMOND ST W,,,ON
***21349,20161230,3,PARK ON PRIVATE PROPERTY,30,2033,AT,38 GRAND MAGAZINE ST,,,ON
***38166,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2033,NR,121 DANFORTH AVE,,,ON
***53868,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2033,NR,1530 DUNDAS ST W,,,ON
***74623,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2033,N/S,ARMOURY ST,E/O,CENTRE AVE,NS
***21493,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2034,NR,745 MOUNT PLEASANT RD,,,ON
***21350,20161230,3,PARK ON PRIVATE PROPERTY,30,2034,AT,38 GRAND MAGAZINE ST,,,ON
***38167,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2034,NR,103 DANFORTH AVE,,,ON
***68990,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2034,OPP,55 CHARLES ST E,,,ON
***70128,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2034,NR,420 DUNDAS ST W,,,ON
***74624,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2034,E/S,CENTRE AVE,S/O,DUNDAS ST W,ON
***85011,20161230,49,FAIL TO PARK/STOP PARALL. RGHT,30,2034,NR,135 PILKINGTON DR,,,ON
***21494,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2035,NR,737 MOUNT PLEASANT RD,,,ON
***95496,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2035,NR,225 RICHMOND ST W,,,ON
***21351,20161230,3,PARK ON PRIVATE PROPERTY,30,2035,AT,38 GRAND MAGAZINE ST,,,ON
***53869,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2035,NR,1566 DUNDAS ST W,,,ON
***68991,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2035,OPP,55 CHARLES ST E,,,ON
***70129,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2035,NR,420 DUNDAS ST W,,,ON
***79036,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2035,N/S,TEMPERANCE ST,E/O,BAY ST,ON
***21352,20161230,3,PARK ON PRIVATE PROPERTY,30,2036,AT,38 GRAND MAGAZINE ST,,,ON
***44758,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2036,NR,831 DUNDAS ST W,,,ON
***74625,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2036,E/S,CENTRE AVE,S/O,DUNDAS ST W,ON
***53870,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2037,NR,1566 DUNDAS ST W,,,ON
***70130,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2037,NR,417 DUNDAS ST W,,,ON
***21495,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2038,NR,639 MOUNT PLEASANT RD,,,ON
***38168,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2038,NR,124 DANFORTH AVE,,,ON
***44759,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2038,NR,835 DUNDAS ST W,,,ON
***31754,20161230,312,PARKING MACH-NOT USED/NO FEE  ,30,2039,,363 ADELAIDE ST W,,,ON
***53871,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2039,NR,1600 DUNDAS ST W,,,ON
***70131,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2039,NR,393 DUNDAS ST W,,,ON
***74626,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2039,W/S,CENTRE AVE,S/O,DUNDAS ST W,ON
***03511,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2039,NR,34 MCMURRICH ST,,,ON
***21353,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2040,NR,38 GRAND MAGAZINE ST,,,ON
***57621,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2040,NR,1185 WESTON RD,,,ON
***68992,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2040,OPP,25 CHARLES ST E,,,ON
***16935,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2041,NR,137 EDWARD ST,,,ON
***19494,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2041,N/S,KEMPFORD BLVD,W/O,YONGE ST,ON
***57622,20161230,192,STAND SIGNED TRANSIT STOP,150,2041,NR,1162 WESTON RD,,,ON
***74627,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2041,W/S,CENTRE AVE,S/O,DUNDAS ST W,ON
***86158,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2041,NR,100 MAITLAND ST,,,ON
***31755,20161230,312,PARKING MACH-NOT USED/NO FEE  ,30,2042,,363 ADELAIDE ST W,,,ON
***95497,20161230,192,STAND SIGNED TRANSIT STOP,150,2042,NR,442 DUNDAS ST W,,,ON
***38169,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2042,NR,200 DANFORTH AVE,,,ON
***70132,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2042,S/S,DUNDAS ST W,E/O,MC CAUL ST,ON
***86159,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2042,NR,100 MAITLAND ST,,,ON
***44760,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2043,NR,794 DUNDAS ST W,,,DC
***43211,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2044,OPP,2 STONEHILL CRT,,,ON
***51683,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2044,NR,68 GRANGEWAY AVE,,,ON
***19495,20161230,192,STAND SIGNED TRANSIT STOP,150,2045,NR,5418 YONGE ST,,,ON
***79037,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2045,E/S,JAMES ST,N/O,QUEEN ST W,ON
***51684,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2046,NR,68 GRANGEWAY AVE,,,ON
***86160,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2046,NR,271 MUTUAL ST,,,ON
***44761,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2047,NR,760 DUNDAS ST W,,,ON
***16936,20161230,337,PARK - ON BOULEVARD,50,2048,NR,130 ELIZABETH ST,,,ON
***79038,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2048,E/S,JAMES ST,N/O,QUEEN ST W,ON
***74621,20161230,3,PARK ON PRIVATE PROPERTY,30,2050,,150 DAN LECKIE WAY,,,ON
***49994,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2050,NR,220 SIMCOE ST,,,ON
***19496,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,2050,NR,21 HILLCREST AVE,,,ON
***21354,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2050,NR,35 BASTION ST,,,QC
***77616,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2050,NR,25 NEVILLE PARK BLVD,,,MB
***85012,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2050,NR,72 MANDERLEY DR,,,ON
***49995,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2051,OPP,220 SIMCOE ST,,,ON
***19497,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,2051,NR,21 HILLCREST AVE,,,ON
***85013,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2051,NR,66 MANDERLEY DR,,,ON
***86161,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2051,E/S,CHURCH ST,S/O,GRANBY ST,ON
***07054,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2051,NR,1241 DUNDAS ST W,,,ON
***07055,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2051,NR,1241 DUNDAS ST W,,,ON
***86162,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2052,NR,77 MCGILL ST,,,NY
***49996,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2053,OPP,220 SIMCOE ST,,,ON
***70133,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2053,NR,66 ST PATRICK ST,,,ON
***78431,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2053,OPP,74 FRASER AVE,,,ON
***79039,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2053,E/S,JAMES ST,N/O,QUEEN ST W,ON
***20489,20161230,3,PARK ON PRIVATE PROPERTY,30,2054,AT,55 TRILLER AVE,,,ON
***16937,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2054,OPP,150 ELIZABETH ST,,,ON
***68993,20161230,384,STOP VEH OTR THN BCYCL-BYCL LN,150,2054,NR,50 GERRARD ST E,,,ON
***95498,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,2055,NR,20 GROSVENOR ST,,,ON
***70134,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2055,NR,34 ST PATRICK ST,,,ON
***07056,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2055,NR,190 OSSINGTON AVE,,,ON
***78432,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2056,NR,103 CRAWFORD ST,,,ON
***79040,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2056,E/S,JAMES ST,N/O,ALBERT ST,ON
***07057,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2057,NR,148 OSSINGTON AVE,,,ON
***21496,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2058,NR,2148 YONGE ST,,,ON
***48150,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2058,NR,905 LOGAN AVE,,,ON
***48151,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2058,NR,905 LOGAN AVE,,,ON
***74628,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2058,W/S,DUNCAN ST,S/O,QUEEN ST W,ON
***19498,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2059,NR,18 HOLMES AVE,,,ON
***48152,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2059,NR,905 LOGAN AVE,,,ON
***57623,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2059,NR,1825 WESTON RD,,,ON
***78433,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2059,NR,18 ARGYLE ST,,,ON
***07058,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2059,NR,4209 OSSINGTON AVE,,,ON
***16938,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2100,NR,20 EDWARD ST,,,NY
***57917,20161230,347,PARK IN A FIRE ROUTE,250,2100,AT,15 ICEBOAT TER,,,NJ
***77617,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2100,NR,23 WILLOW AVE,,,ON
***19499,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2101,NR,18 HOLMES AVE,,,ON
***70135,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2101,S/S,QUEEN ST W,W/O,SIMCOE ST,ON
***72192,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2101,NR,92 YORKVILLE AVE,,,ON
***85014,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2101,NR,3 KILMARNOCK AVE,,,ON
***21497,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2102,NR,2055 YONGE ST,,,ON
***57918,20161230,347,PARK IN A FIRE ROUTE,250,2102,AT,25 TELEGRAM MEWS,,,ON
***72193,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2102,NR,92 YORKVILLE AVE,,,ON
***77618,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2102,NR,23 WILLOW AVE,,,ON
***85015,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2102,NR,3 KILMARNOCK AVE,,,ON
***03512,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2102,NR,2512 YONGE ST,,,ON
***07059,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2102,NR,1 HUMBERT ST,,,ON
***07060,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2102,NR,1 HUMBERT ST,,,ON
***21498,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2103,NR,2049 YONGE ST,,,ON
***16939,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2103,NR,20 EDWARD ST,,,QC
***79041,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2103,OPP,170 ELIZABETH ST,,,ON
***07061,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2103,NR,78 OSSINGTON AVE,,,ON
***21499,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2104,NR,2035 YONGE ST,,,ON
***21355,20161230,3,PARK ON PRIVATE PROPERTY,30,2104,AT,209 FORT YORK BLVD,,,ON
***68994,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2104,OPP,55 REGENT PARK BLVD,,,ON
***74629,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2104,W/S,SIMCOE ST,S/O,QUEEN ST W,QC
***85016,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2104,NR,34 KILMARNOCK AVE,,,ON
***11000,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2104,NR,5445 YONGE ST,,,ON
***16940,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2105,NR,20 EDWARD ST,,,PA
***57919,20161230,347,PARK IN A FIRE ROUTE,250,2105,AT,4K SPADINA AVE,,,ON
***03513,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2105,NR,2468 YONGE ST,,,ON
***07062,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2105,NR,78 OSSINGTON AVE,,,ON
***11001,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2105,NR,5445 YONGE ST,,,ON
***76250,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2106,NR,2011 YONGE ST,,,ON
***65204,20161230,337,PARK - ON BOULEVARD,50,2106,AT,838 ROSELAWN AVE,,,ON
***48153,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2106,NR,30 COSBURN AVE,,,ON
***68995,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2106,N/S,ST DAVID ST,W/O,SUMACH ST,ON
***74630,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2106,W/S,SIMCOE ST,S/O,ADELAIDE ST W,ON
***07063,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2106,NR,54 OSSINGTON AVE,,,ON
***18376,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2107,NR,100 BROOKSIDE AVE,,,ON
***38170,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,2107,NR,605 LOGAN AVE,,,ON
***70136,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2107,NR,100 SIMCOE ST,,,ON
***72194,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2107,NR,24 BELLAIR ST,,,ON
***07064,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2107,NR,46 OSSINGTON AVE,,,ON
***76251,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2108,NR,2010 YONGE ST,,,ON
***72195,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2108,NR,24 BELLAIR ST,,,ON
***07065,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2108,NR,32 OSSINGTON AVE,,,ON
***30969,20161230,16,PARK-WITHIN 9M INTERSECT ROAD,50,2109,NR,80 FOREST MANOR RD,,,ON
***48154,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2109,NR,130 GOWAN AVE,,,ON
***03514,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2109,NR,2400 YONGE ST,,,ON
***76252,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2110,NR,2010 YONGE ST,,,ON
***70137,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2110,OPP,130 PEARL ST,,,ON
***72196,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2110,NR,130 CUMBERLAND ST,,,ON
***85017,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2110,NR,38 ROEBUCK DR,,,ON
***76253,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2111,NR,2028 YONGE ST,,,ON
***74631,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2111,OPP,130 PEARL ST,,,ON
***07066,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2111,NR,49 OSSINGTON AVE,,,ON
***76254,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2112,NR,2040 YONGE ST,,,ON
***72197,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2112,NR,130 CUMBERLAND ST,,,MI
***85018,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2112,NR,71 ROEBUCK DR,,,ON
***03515,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2112,OPP,2353 YONGE ST,,,ON
