tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***07067,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2112,NR,49 OSSINGTON AVE,,,ON
***76255,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2113,NR,2046 YONGE ST,,,ON
***70138,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2113,S/S,PEARL ST,E/O,ED MIRVISH WAY,ON
***07068,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2113,NR,59 OSSINGTON AVE,,,ON
***76256,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2114,NR,2050 YONGE ST,,,ON
***74632,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2114,W/S,ED MIRVISH WAY,N/O,KING ST W,IN
***79042,20161230,16,PARK-WITHIN 9M INTERSECT ROAD,50,2114,NR,5 D'ARCY ST,,,BC
***85019,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2114,NR,96 ROEBUCK DR,,,ON
***60912,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2115,NR,2401 YONGE ST,,,PA
***70139,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2115,E/S,ED MIRVISH WAY,N/O,KING ST W,ON
***85020,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2115,OPP,100 ROEBUCK DR,,,ON
***76257,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2116,NR,2070 YONGE ST,,,ON
***60913,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2116,NR,2401 YONGE ST,,,ON
***74633,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2116,E/S,DUNCAN ST,N/O,PEARL ST,ON
***96379,20161230,347,PARK IN A FIRE ROUTE,250,2117,,3401 DUFFERIN ST,,,ON
***57920,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2117,NR,19 BRANT ST,,,ON
***60914,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2117,NR,2401 YONGE ST,,,ON
***07069,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2117,NR,145 OSSINGTON AVE,,,ON
***21356,20161230,3,PARK ON PRIVATE PROPERTY,30,2118,AT,600 FLEET ST,,,ON
***70140,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2118,NR,14 DUNCAN ST,,,MI
***03516,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2118,NR,2353 YONGE ST,,,ON
***30970,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2119,NR,1 REAN DR,,,ON
***21357,20161230,3,PARK ON PRIVATE PROPERTY,30,2119,AT,600 FLEET ST,,,ON
***07070,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2119,NR,205 OSSINGTON AVE,,,ON
***24590,20161230,3,PARK ON PRIVATE PROPERTY,30,2120,,100 HIGH PARK AVE,,,ON
***76258,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2120,NR,2142 YONGE ST,,,ON
***76259,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2120,NR,2152 YONGE ST,,,ON
***21358,20161230,3,PARK ON PRIVATE PROPERTY,30,2120,AT,600 FLEET ST,,,ON
***21359,20161230,3,PARK ON PRIVATE PROPERTY,30,2120,AT,600 FLEET ST,,,ON
***68602,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2120,NR,50 FRANCES AVE,,,ON
***20490,20161230,3,PARK ON PRIVATE PROPERTY,30,2121,AT,70 SPADINA RD,,,ON
***48155,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2121,E/S,TODMORDEN LANE,N/O,COSBURN AVE,ON
***57624,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2121,NR,92 WILLIAM ST,,,ON
***57625,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2121,NR,92 WILLIAM ST,,,ON
***70141,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2121,NR,236 ADELAIDE ST W,,,ON
***74634,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2121,NR,236 ADELAIDE ST W,,,NY
***07071,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2121,NR,227 OSSINGTON AVE,,,ON
***24591,20161230,3,PARK ON PRIVATE PROPERTY,30,2122,,100 HIGH PARK AVE,,,ON
***48156,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2122,E/S,TODMORDEN LANE,N/O,COSBURN AVE,ON
***68603,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2122,OPP,49 FRANCES AVE,,,ON
***79043,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2122,NR,14 MC CAUL ST,,,ON
***03517,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2122,NR,2355 YONGE ST,,,ON
***24592,20161230,3,PARK ON PRIVATE PROPERTY,30,2123,,100 HIGH PARK AVE,,,ON
***57626,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2124,OPP,5 WILLIAM ST,,,ON
***74635,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2124,N/S,ADELAIDE ST W,E/O,SIMCOE ST,ON
***68604,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2125,NR,35 FRANCES AVE,,,ON
***74636,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2125,N/S,ADELAIDE ST W,W/O,SIMCOE ST,ON
***70142,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2126,NR,210 ADELAIDE ST W,,,ON
***74637,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2126,N/S,ADELAIDE ST W,W/O,SIMCOE ST,ON
***75999,20161230,3,PARK ON PRIVATE PROPERTY,30,2126,AT,27 BERGAMOT AVE,,,ON
***68605,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2127,NR,25 FRANCES AVE,,,ON
***97071,20161230,3,PARK ON PRIVATE PROPERTY,30,2128,,3735 DUNDAS ST W,,,ON
***57627,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2129,NR,55 ROSEMOUNT AVE,,,ON
***97073,20161230,3,PARK ON PRIVATE PROPERTY,30,2130,,3735 DUNDAS ST W,,,ON
***24593,20161230,3,PARK ON PRIVATE PROPERTY,30,2130,,100 HIGH PARK AVE,,,ON
***47622,20161230,61,STOP-ALONGSIDE EXCAV./OBSTR.,60,2130,NR,196 MC CAUL ST,,,ON
***57628,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2130,NR,55 ROSEMOUNT AVE,,,ON
***03518,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2130,NR,2425 YONGE ST,,,ON
***07072,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2130,NR,17 NIAGARA ST,,,ON
***57921,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,2131,NR,525 PALMERSTON BLVD,,,ON
***70143,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2131,NR,199 RICHMOND ST W,,,ON
***77619,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2131,NR,20 TRENT AVE,,,ON
***20491,20161230,3,PARK ON PRIVATE PROPERTY,30,2132,AT,280 ST GEORGE ST,,,ON
***95499,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2132,NR,175 ELIZABETH ST,,,ON
***47623,20161230,3,PARK ON PRIVATE PROPERTY,30,2132,AT,140 SIMCOE ST,,,ON
***74638,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2132,S/S,RICHMOND ST W,W/O,SIMCOE ST,ON
***77620,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2132,NR,20 TRENT AVE,,,ON
***07073,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2132,NR,550 WELLINGTON ST W,,,ON
***11002,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2132,OPP,21 WESTDALE DR,,,ON
***07074,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2133,NR,550 WELLINGTON ST W,,,ON
***11003,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2133,OPP,10 WESTDALE DR,,,ON
***47624,20161230,3,PARK ON PRIVATE PROPERTY,30,2134,AT,140 SIMCOE ST,,,ON
***57629,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2134,NR,49 ROSEMOUNT AVE,,,ON
***77621,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2134,NR,20 TRENT AVE,,,ON
***24594,20161230,3,PARK ON PRIVATE PROPERTY,30,2135,,100 HIGH PARK AVE,,,ON
***77622,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2135,NR,17 TRENT AVE,,,ON
***73464,20161230,3,PARK ON PRIVATE PROPERTY,30,2136,,20 EDGECLIFF GOLFWAY,,,ON
***70144,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,2136,NR,60 ST PATRICK ST,,,ON
***72750,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2136,OPP,190 ELIZABETH ST,,,ON
***79761,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2136,OPP,1237 ST CLAIR AVE W,,,ON
***07075,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2137,NR,75 PORTLAND ST,,,ON
***24595,20161230,3,PARK ON PRIVATE PROPERTY,30,2138,,100 HIGH PARK AVE,,,ON
***57630,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2138,NR,51 JOHN ST,,,ON
***90750,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2138,OPP,1 DAYBAR AVE,,,ON
***49997,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2139,OPP,180 QUEEN ST W,,,ON
***57631,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2139,NR,59 JOHN ST,,,ON
***73465,20161230,3,PARK ON PRIVATE PROPERTY,30,2140,,20 EDGECLIFF GOLFWAY,,,ON
***57632,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2140,NR,61 JOHN ST,,,ON
***90751,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2140,OPP,1 DAYBAR AVE,,,ON
***03519,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,2140,NR,40 ORCHARD VIEW BLVD,,,ON
***07076,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2140,NR,545 KING ST W,,,ON
***90752,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2141,OPP,1 DAYBAR AVE,,,ON
***30971,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2142,NR,7 ADAMEDE CRES,,,ON
***57633,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2142,NR,145 JOHN ST,,,ON
***79044,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2142,NR,337 QUEEN ST W,,,ON
***07077,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2142,NR,489 KING ST W,,,ON
***24596,20161230,3,PARK ON PRIVATE PROPERTY,30,2143,,100 HIGH PARK AVE,,,ON
***19745,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2143,OPP,783 QUEEN ST E,,,ON
***57634,20161230,2,PARK - LONGER THAN 3 HOURS ,15,2143,NR,149 JOHN ST,,,ON
***24597,20161230,3,PARK ON PRIVATE PROPERTY,30,2144,,100 HIGH PARK AVE,,,ON
***73466,20161230,3,PARK ON PRIVATE PROPERTY,30,2144,,20 EDGECLIFF GOLFWAY,,,ON
***07078,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2144,NR,529 KING ST W,,,ON
***11004,20161230,3,PARK ON PRIVATE PROPERTY,30,2144,AT,800 LAWRENCE AVE W,,,ON
***11005,20161230,3,PARK ON PRIVATE PROPERTY,30,2144,AT,800 LAWRENCE AVE W,,,ON
***49998,20161230,192,STAND SIGNED TRANSIT STOP,150,2145,OPP,357 QUEEN ST W,,,ON
***11006,20161230,3,PARK ON PRIVATE PROPERTY,30,2146,AT,800 LAWRENCE AVE W,,,ON
***94539,20161230,3,PARK ON PRIVATE PROPERTY,30,2147,AT,39 QUEENS QUAY E,,,ON
***11007,20161230,3,PARK ON PRIVATE PROPERTY,30,2148,AT,800 LAWRENCE AVE W,,,ON
***24598,20161230,3,PARK ON PRIVATE PROPERTY,30,2149,,100 HIGH PARK AVE,,,ON
***03520,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2149,NR,25 IMPERIAL ST,,,ON
***07079,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2150,NR,620 KING ST W,,,ON
***20492,20161230,3,PARK ON PRIVATE PROPERTY,30,2152,AT,111 RAGLAN AVE,,,ON
***68996,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2152,NR,650 CHURCH ST,,,ON
***79045,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2152,NR,312 QUEEN ST W,,,ON
***49999,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2153,NR,30 SHEPPARD ST,,,ON
***07080,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2153,NR,602 KING ST W,,,ON
***68997,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2154,NR,638 CHURCH ST,,,ON
***79046,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2154,NR,318 QUEEN ST W,,,ON
***07081,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2154,NR,602 KING ST W,,,ON
***79762,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2155,OPP,152 DYNEVOR RD,,,ON
***07082,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2155,NR,626 KING ST W,,,ON
***71000,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2156,NR,30 SHEPPARD ST,,,ON
***71001,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2156,NR,30 SHEPPARD ST,,,ON
***57922,20161230,384,STOP VEH OTR THN BCYCL-BYCL LN,150,2156,OPP,659 BLOOR ST W,,,ON
***74639,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2156,NR,257 QUEEN ST W,,,ON
***86163,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2156,NR,87 PEMBROKE ST,,,ON
***07083,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2156,NR,626 KING ST W,,,ON
***86164,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2157,NR,87 PEMBROKE ST,,,ON
***79047,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2158,NR,318 QUEEN ST W,,,ON
***07084,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2158,NR,642 KING ST W,,,ON
***72751,20161230,3,PARK ON PRIVATE PROPERTY,30,2159,AT,386 YONGE ST,,,ON
***56913,20161230,3,PARK ON PRIVATE PROPERTY,30,2203,,208 QUEEN'S QUAY W,,,ON
***60915,20161230,3,PARK ON PRIVATE PROPERTY,30,2203,AT,75 THORNCLIFFE PARK DR,,,ON
***47625,20161230,3,PARK ON PRIVATE PROPERTY,30,2204,AT,295 ADELAIDE ST W,,,ON
***77623,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2205,NR,1 GREENWOOD AVE,,,ON
***85021,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2205,NR,10 ZEZEL WAY,,,ON
***85022,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2205,NR,8 ZEZEL WAY,,,ON
***86165,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2206,NR,100 BLEECKER ST,,,ON
***79048,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2207,NR,425 QUEEN ST W,,,ON
***85023,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2207,NR,44 ZEZEL WAY,,,ON
***72752,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2208,NR,33 ST JOSEPH ST,,,ON
***68998,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2209,NR,471 CHURCH ST,,,ON
***72753,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2209,NR,33 ST JOSEPH ST,,,ON
***72754,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2210,NR,31 ST JOSEPH ST,,,ON
***79049,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2211,NR,435 QUEEN ST W,,,ON
***90753,20161230,3,PARK ON PRIVATE PROPERTY,30,2211,AT,45 LA ROSE AVE,,,ON
***07085,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2211,NR,625 QUEEN ST W,,,ON
***73467,20161230,3,PARK ON PRIVATE PROPERTY,30,2212,,41 TREELAND WAY,,,ON
***68999,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2212,OPP,90 ALEXANDER ST,,,ON
***72755,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2212,NR,21 ST JOSEPH ST,,,ON
***86166,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2212,NR,332 SEATON ST,,,ON
***07086,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2212,NR,611 QUEEN ST W,,,ON
***72756,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2213,NR,11 ST JOSEPH ST,,,ON
***72757,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2213,NR,11 ST JOSEPH ST,,,ON
***07087,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2213,NR,591 QUEEN ST W,,,ON
***73468,20161230,3,PARK ON PRIVATE PROPERTY,30,2214,,35 TREELAND WAY,,,ON
***19746,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2214,NR,12 PEPLER AVE,,,ON
***79050,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2214,NR,431 QUEEN ST W,,,ON
***84250,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2214,OPP,90 ALEXANDER ST,,,ON
***86167,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2214,NR,320 SEATON ST,,,ON
***72758,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2215,NR,12 ST JOSEPH ST,,,ON
***73469,20161230,3,PARK ON PRIVATE PROPERTY,30,2216,,31 TREELAND WAY,,,ON
***72759,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2216,NR,10 ST JOSEPH ST,,,ON
***07088,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2216,NR,563 QUEEN ST W,,,ON
***72760,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2217,NR,6 ST JOSEPH ST,,,ON
***07089,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2217,NR,559 QUEEN ST W,,,ON
***20494,20161230,3,PARK ON PRIVATE PROPERTY,30,2218,AT,111 RIDELLE AVE,,,ON
***73470,20161230,3,PARK ON PRIVATE PROPERTY,30,2218,,25 TREELAND WAY,,,ON
***07090,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2218,NR,521 QUEEN ST W,,,ON
***74640,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2219,W/S,ED MIRVISH WAY,N/O,KING ST W,OH
***20495,20161230,3,PARK ON PRIVATE PROPERTY,30,2220,AT,111 RIDELLE AVE,,,ON
***79051,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,2220,NR,407 QUEEN ST W,,,ON
***07091,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2220,NR,493 QUEEN ST W,,,ON
***24599,20161230,3,PARK ON PRIVATE PROPERTY,30,2221,,3735 DUNDAS ST W,,,ON
***47626,20161230,3,PARK ON PRIVATE PROPERTY,30,2221,AT,300 FRONT ST W,,,ON
***07092,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2221,NR,483 QUEEN ST W,,,ON
***24600,20161230,3,PARK ON PRIVATE PROPERTY,30,2222,,3735 DUNDAS ST W,,,ON
***73471,20161230,3,PARK ON PRIVATE PROPERTY,30,2222,,84 TREELAND WAY,,,ON
***47627,20161230,3,PARK ON PRIVATE PROPERTY,30,2222,AT,300 FRONT ST W,,,ON
***70145,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2222,NR,236 ADELAIDE ST W,,,QC
***86168,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2222,NR,55 MAITLAND ST,,,ON
***07093,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2222,NR,475 QUEEN ST W,,,ON
***07094,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2222,NR,473 QUEEN ST W,,,ON
***51107,20161230,3,PARK ON PRIVATE PROPERTY,30,2223,,11 GULLIVER RD,,,ON
***86169,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2223,NR,55 MAITLAND ST,,,ON
***86170,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2223,NR,55 MAITLAND ST,,,ON
***86171,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2224,NR,55 MAITLAND ST,,,ON
***23076,20161230,3,PARK ON PRIVATE PROPERTY,30,2225,,3735 DUNDAS ST W,,,ON
***07095,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2225,NR,410 QUEEN ST W,,,ON
***20497,20161230,3,PARK ON PRIVATE PROPERTY,30,2226,AT,111 RIDELLE AVE,,,ON
***07096,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2227,NR,428 QUEEN ST W,,,ON
***23077,20161230,3,PARK ON PRIVATE PROPERTY,30,2228,,3735 DUNDAS ST W,,,ON
***97074,20161230,3,PARK ON PRIVATE PROPERTY,30,2230,,3735 DUNDAS ST W,,,ON
***23078,20161230,3,PARK ON PRIVATE PROPERTY,30,2230,,3735 DUNDAS ST W,,,ON
***07097,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2230,NR,474 QUEEN ST W,,,NY
***23079,20161230,3,PARK ON PRIVATE PROPERTY,30,2231,,3735 DUNDAS ST W,,,ON
***86172,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2231,OPP,83 GLOUCESTER ST,,,ON
***07098,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2231,NR,480 QUEEN ST W,,,ON
***86173,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2233,OPP,109 GLOUCESTER ST,,,ON
***20496,20161230,3,PARK ON PRIVATE PROPERTY,30,2234,AT,111 RIDELLE AVE,,,ON
***07099,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2234,NR,544 QUEEN ST W,,,ON
***20498,20161230,3,PARK ON PRIVATE PROPERTY,30,2236,AT,377 RIDELLE AVE,,,ON
***20499,20161230,3,PARK ON PRIVATE PROPERTY,30,2239,AT,377 RIDELLE AVE,,,ON
***89147,20161230,355,PARK IN ACCESSIBLE NO PERMIT,450,2240,OPP,40 COLLEGE ST,,,MA
***79052,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2240,OPP,370 KING ST W,,,ON
***47628,20161230,3,PARK ON PRIVATE PROPERTY,30,2242,AT,228 QUEENS QUAY W,,,ON
***74641,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2242,S/S,KING ST W,E/O,JOHN ST,NJ
***20500,20161230,3,PARK ON PRIVATE PROPERTY,30,2243,AT,377 RIDELLE AVE,,,ON
***07100,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,2243,OPP,22 WESTERN BATTERY RD,,,ON
***51226,20161230,3,PARK ON PRIVATE PROPERTY,30,2245,AT,377 RIDELLE AVE,,,ON
***07101,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2245,OPP,50 LYNN WILLIAMS ST,,,ON
***47759,20161230,3,PARK ON PRIVATE PROPERTY,30,2246,,250 DAVENPORT RD,,,ON
***07102,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2247,OPP,80 LYNN WILLIAMS ST,,,ON
***51227,20161230,3,PARK ON PRIVATE PROPERTY,30,2248,AT,377 RIDELLE AVE,,,ON
***52312,20161230,3,PARK ON PRIVATE PROPERTY,30,2250,,400 WELLINGTON ST,,,ON
***51228,20161230,3,PARK ON PRIVATE PROPERTY,30,2251,AT,377 RIDELLE AVE,,,ON
***51229,20161230,3,PARK ON PRIVATE PROPERTY,30,2254,AT,377 RIDELLE AVE,,,ON
***47760,20161230,3,PARK ON PRIVATE PROPERTY,30,2254,,250 DAVENPORT RD,,,ON
***86174,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2254,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***86175,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2254,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***47761,20161230,3,PARK ON PRIVATE PROPERTY,30,2255,,250 DAVENPORT RD,,,ON
***74642,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2255,OPP,333 KING ST W,,,ON
***51108,20161230,3,PARK ON PRIVATE PROPERTY,30,2256,,51 BROOKWELL DR,,,ON
***47762,20161230,3,PARK ON PRIVATE PROPERTY,30,2257,,250 DAVENPORT RD,,,ON
***47763,20161230,3,PARK ON PRIVATE PROPERTY,30,2258,,250 DAVENPORT RD,,,ON
***86176,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2258,NR,61 HENRY LANE TER,,,QC
***86177,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2259,NR,59 HENRY LANE TER,,,ON
***47764,20161230,3,PARK ON PRIVATE PROPERTY,30,2300,,250 DAVENPORT RD,,,ON
***86178,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2300,NR,43 HENRY LANE TER,,,QC
***51230,20161230,3,PARK ON PRIVATE PROPERTY,30,2302,AT,145 MARLEE AVE,,,ON
***47765,20161230,3,PARK ON PRIVATE PROPERTY,30,2302,,250 DAVENPORT RD,,,ON
***52552,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2303,NR,3 ROBERT ST,,,ON
***79053,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2304,NR,236 ADELAIDE ST W,,,ON
***86179,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2304,N/S,WILTON ST,E/O,GEORGE ST S,ON
***51109,20161230,3,PARK ON PRIVATE PROPERTY,30,2305,,51 BROOKWELL DR,,,ON
***51231,20161230,3,PARK ON PRIVATE PROPERTY,30,2305,AT,145 MARLEE AVE,,,ON
***07103,20161230,337,PARK - ON BOULEVARD,50,2305,N/S,QUEENS WHARF RD,W/O,DAN LECKIE WAY,ON
***07104,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,2306,NR,162 DAN LECKIE WAY,,,QC
***51232,20161230,3,PARK ON PRIVATE PROPERTY,30,2307,AT,145 MARLEE AVE,,,ON
***89148,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2308,,550 WELLINGTON ST W,,,ON
***51110,20161230,3,PARK ON PRIVATE PROPERTY,30,2308,,34 BROOKWELL DR,,,ON
***79054,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,2308,NR,212 ADELAIDE ST W,,,QC
***27604,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,2309,OP,18 ROBERT ST,,,ON
***70146,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,2309,E/S,JOHN ST,N/O,KING ST W,ON
***86180,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,2309,N/S,THE ESPLANADE,W/O,FREDERICK ST,ON
***51111,20161230,3,PARK ON PRIVATE PROPERTY,30,2310,,34 BROOKWELL DR,,,ON
